"station","Present_Tmax","Present_Tmin","LDAPS_RHmin","LDAPS_RHmax","LDAPS_Tmax_lapse","LDAPS_Tmin_lapse","LDAPS_WS","LDAPS_LH","LDAPS_CC1","LDAPS_CC2","LDAPS_CC3","LDAPS_CC4","LDAPS_PPT1","LDAPS_PPT2","LDAPS_PPT3","LDAPS_PPT4","lat","lon","DEM","Slope","Solar.radiation","Next_Tmax"
13,24.8,22.2,36.1809082,84.22496033,31.4584195,20.79259149,5.866505196,32.51423009,0.388126822,0.202979092,0.17079777,0.165811599,0,0,0,0,37.5776,127.083,59.8324,2.6865,5842.81543,32.5
13,28.7,25.4,72.48503113,90.04698181,26.85213672,24.41746266,5.184590201,41.00091807,0.591173781,0.565979758,0.798447176,0.682206025,0.106081863,0.727649736,0,0,37.5776,127.083,59.8324,2.6865,5502.168457,26.4
21,29.7,21.8,45.26146698,86.85536194,32.96608511,24.67567326,7.613359729,12.38594893,0.239150053,0.191919719,0.095679767,0.063725637,0,0,0,0,37.5507,127.04,26.298,0.5721,5673.222656,30.1
5,25.8,22.8,88.56776428,96.42157745,26.39240137,23.99138171,7.535354495,45.00916473,0.795752219,0.590809238,0.730279249,0.548379396,0.418255099,0.259923306,0.141846721,0.062965531,37.5507,127.135,35.038,0.5055,5566.146973,27
19,29.1,22,52.89715195,89.80819702,28.61599485,22.86736529,7.587070545,38.22995297,0.306474621,0.178155659,0.002252808,0.015602306,0,0,0,0,37.5776,126.938,75.0924,1.7678,5779.14209,31.3
1,26.1,20.9,38.01366043,93.60695648,29.06906618,21.0869042,6.686059942,88.1373714,0.551385035,0.594851905,0.191733799,0.097235772,0,0.338808954,0,0,37.6046,126.991,212.335,2.785,5961.377441,27.4
2,30.5,20.7,53.95939255,87.84000397,29.70558667,23.07586289,5.676151087,45.92769456,0.26222292,0.511886363,0.241294404,0.196137126,0,0.050395068,0.031711921,0,37.6046,127.032,44.7624,0.5141,5740.896484,31.1
16,28.5,22,51.69801331,91.04749298,33.82281032,24.26066832,5.704950929,78.78818734,0.513732923,0.311803114,0.344337038,0.667464052,0.009617785,0,0.287767887,0.03217191,37.4697,126.995,82.2912,2.2579,5799.178711,33.4
11,29.7,23.8,75.21547699,89.24144745,27.53712362,25.00481266,10.38198386,25.66348267,0.496485584,0.641737971,0.607722265,0.612991551,0.001733788,0,0.003441664,0.002378148,37.5372,127.085,28.7,0.6233,5723.078613,30.5
23,32.6,26.8,65.44898224,92.25993347,30.97938834,25.67745995,6.551054885,78.72607215,0.471711633,0.436111406,0.065975346,0.137985139,0.022571631,0,0,0,37.5372,126.891,15.5876,0.1554,5335.052246,33.3
22,27.2,23.5,47.6831131,91.70595551,27.8134274,24.23833,7.305628975,82.66289139,0.146560268,0.134787031,0.063409046,0.178572631,0,0,0.004878139,0,37.5102,127.086,21.9668,0.1332,4481.518555,30.1
20,29.6,19.1,52.83633041,91.46760559,27.01773928,19.99323752,6.835329582,82.86952873,0.039349067,0.035444597,0.262256761,0.199214426,0,0,0,0.313704559,37.6181,127.004,146.554,4.7296,4632.916992,29.8
4,32.2,26.4,64.91132355,91.73743439,28.9444839,24.50404213,5.862176448,103.4547577,0.345880005,0.407272068,0.218534461,0.05097838,0,0,0,0,37.645,127.022,45.716,2.5348,4679.124512,34
24,30.9,23.3,51.60772324,92.86273956,28.96811357,22.22444926,5.817542215,61.27481198,0.850641883,0.413538188,0.382542073,0.077035401,0.614849011,0.226191468,0,0,37.5237,126.909,17.2956,0.2223,5474.605957,29.7
7,30.2,21.8,66.59473419,97.10128021,29.08109662,21.76047346,5.607288977,111.8637325,0.33863808,0.287041572,0.081082367,0.085582894,0,0,0,0,37.5776,126.838,12.37,0.0985,5816.495605,30.7
1,31.8,23.2,46.92327881,80.69651031,30.97096491,22.98658801,7.869657973,138.4170963,0.023685792,0.001445759,0.078139715,0.300255709,0,0,0,0,37.6046,126.991,212.335,2.785,4879.562012,30.5
4,31.7,25.3,79.95402527,94.21290588,27.24796943,24.72012853,4.507391572,57.71327913,0.414322171,0.384239884,0.509110999,0.432017715,0,0,0,0,37.645,127.022,45.716,2.5348,5176.915039,26
22,28,25.7,47.73147964,88.78366089,33.38013763,25.70945763,5.568819235,89.57657448,0.206987692,0.342324592,0.192146375,0.063128412,0,0,0,0,37.5102,127.086,21.9668,0.1332,5560.20166,35.9
1,23.7,22.8,72.34819031,99.46170044,26.10400991,21.99994395,15.61014056,68.7544243,0.746191582,0.480966362,0.140291777,0.279046413,2.739077278,0.161582741,0,0,37.6046,126.991,212.335,2.785,5728.64502,25.7
18,36.2,28.2,45.01935577,87.2831955,34.93151552,26.05351521,6.151489755,115.5118625,0.068420429,0.015079373,0.178239191,0.349652788,0,0,0,0.005067826,37.4832,127.024,56.4448,1.2313,5202.184082,37.6
3,33.8,25.2,59.27487564,92.56749725,29.0221953,23.19501504,4.411017309,68.84856856,0.800390765,0.432755526,0.775200619,0.496366558,1.32053862,0.003081266,0.229707628,0.467222461,37.5776,127.058,33.3068,0.2661,5760.659668,30.4
19,31.2,27.3,46.88344574,91.39226532,32.7289895,25.19877706,8.349208097,67.38729982,0.68354713,0.298850653,0.004419474,0,13.93046903,0,0,0,37.5776,126.938,75.0924,1.7678,5220.168945,30
25,30.3,24.3,34.8614502,73.79940796,32.80498176,23.34184209,5.403559566,18.93424547,0.217054139,0.022502148,0.045816304,0.179063257,0,0,0,0,37.5237,126.97,19.5844,0.2713,4754.673828,32.8
11,26.7,20.4,66.2853775,89.2457428,27.8994372,22.26310126,6.633602877,40.57088327,0.572764462,0.266446583,0.29065136,0.31974015,0.390521782,0,0,0,37.5372,127.085,28.7,0.6233,4975.310547,28.2
5,27.5,21.9,87.28938293,94.25202179,25.16853371,22.2667159,6.877615333,51.35031319,0.753506127,0.763960783,0.927421413,0.726199684,0.240052745,0.861207108,5.152187023,0.21230795,37.5507,127.135,35.038,0.5055,4857.075195,25
23,29.7,25.1,71.35945129,90.68559265,30.35234157,25.86616888,8.248109619,63.17593503,0.29796485,0.546311623,0.090684634,0.120390103,0,0.001599229,0,0,37.5372,126.891,15.5876,0.1554,5454.85498,35.1
21,32.1,24.6,42.98906326,70.17315674,33.30827298,25.82099102,7.052062194,21.5780764,0.451054667,0.362229613,0.199023894,0.061209434,0.027463045,0,0,0,37.5507,127.04,26.298,0.5721,5623.480469,31.6
5,26.8,23,82.70937347,96.52519989,27.45664256,23.7669651,7.565885305,57.52373219,0.790434553,0.870960343,0.737538774,0.582609961,9.107361317,6.813652317,0.000669999,0,37.5507,127.135,35.038,0.5055,5716.302246,28.4
13,32.2,23.9,69.01460266,91.38489532,28.88482104,23.85117848,7.238453766,51.87145205,0.918160922,0.769184208,0.636067048,0.804511867,4.569121947,3.373972047,0,0.189379178,37.5776,127.083,59.8324,2.6865,5502.168457,27.2
15,35.1,27.2,47.24432755,79.85177612,34.79832323,26.7772603,6.367438018,56.88977607,0.042698772,0.003320438,0.180370341,0.0818338,0,0.011721292,0.275867919,0,37.5507,126.937,30.0464,0.8552,5277.600586,35.1
11,33.6,26,41.44121933,82.65852356,33.52770258,26.21808783,6.368185361,73.78526696,0.345314746,0.151127837,0.307998041,0.077888879,0.006363234,0,0.668340885,0.203587691,37.5372,127.085,28.7,0.6233,4975.310547,35.1
24,31.5,24.2,54.76128387,84.52183533,28.41121584,22.82138722,7.302513858,45.33330862,0.133067962,0.21193451,0.275725338,0.132384107,0,0,0,0,37.5237,126.909,17.2956,0.2223,5707.32959,31.9
19,32.4,25.2,57.07504654,78.40272522,29.74486907,26.18603988,7.365447064,44.8172098,0.539423874,0.757747264,0.621965571,0.569400478,0.00728794,0.359512485,0.407394012,0,37.5776,126.938,75.0924,1.7678,5623.189941,31.7
4,31.6,23.6,61.61335373,90.01595306,29.78312068,22.67264754,5.051048934,124.7771111,0.270326897,0.09741027,0.429610425,0.197913782,0,0,0,0,37.645,127.022,45.716,2.5348,5118.115234,31.8
10,27.4,23.6,61.00059509,97.14906311,27.08953997,22.74428708,10.49903731,82.58286945,0.935246792,0.721193594,0.180928332,0.351945217,7.06249101,1.255958846,0,0,37.4562,126.955,208.507,5.1782,5611.352539,24.7
19,33.5,25,63.21986008,83.13431549,31.62031752,26.83134034,6.951445103,50.42135771,0.314684711,0.402249066,0.368750842,0.363544391,0,0,0,0,37.5776,126.938,75.0924,1.7678,5676.257813,32.5
21,29.6,24.8,48.89154434,86.57156372,32.38800187,25.30799793,6.812826122,17.26167591,0.106030914,0.143327024,0.098609419,0.236004116,0.001953125,0,0,0,37.5507,127.04,26.298,0.5721,5657.239258,32.2
14,30,21.3,59.64967346,93.40479279,29.9446255,23.71844291,7.617878278,40.23738066,0.03059486,0.107271856,0.712580937,0.798884293,0,0,0.06445557,7.337366338,37.4967,126.927,30.968,0.618,5816.779785,29.3
13,35,27.2,39.11987686,77.51902008,34.84807399,25.64683224,5.493859669,57.30204725,0.00083212,0.023651262,0.140852716,0.077102801,0,0,0.002706873,0,37.5776,127.083,59.8324,2.6865,4741.140137,35.5
23,33,23.9,53.62675476,88.01753235,32.17839699,25.37417379,6.543948362,96.51879072,0.010883176,0.021010466,0.125772342,0.329632054,0,0,0,0.079923604,37.5372,126.891,15.5876,0.1554,5818.678711,34.5
4,25.7,17.9,38.50514984,91.7808075,21.77792383,15.34099209,13.89428445,158.7822517,0.344504114,0.088125164,0.052090384,0.10288928,0,0,0,0,37.645,127.022,45.716,2.5348,4527.242188,23.7
11,30.6,24,51.20962143,71.70270538,28.12971396,23.78026432,6.175103088,49.77678792,0.378361332,0.482882696,0.594146606,0.651580828,0,0,0,0.0303488,37.5372,127.085,28.7,0.6233,5723.078613,28.3
19,29.1,23.4,46.29429626,85.68294525,31.77008762,25.13286161,5.289332042,41.74667772,0.369760961,0.243854473,0.216083807,0.221621681,0,0.000797662,0,0,37.5776,126.938,75.0924,1.7678,5659.175293,31.3
23,32.4,24,43.64128494,91.26573181,26.52601846,22.17244029,9.377447267,110.2262562,0.791143184,0.620262778,0.315605485,0.162013735,0.503850778,0.004339927,0,0,37.5372,126.891,15.5876,0.1554,4599.294922,28.6
7,28.9,23.5,45.95772171,89.09732819,30.07539438,21.95317266,4.715971142,119.2577207,0.18389294,0.004377252,0.006909921,0.145114761,0,0,0,0,37.5776,126.838,12.37,0.0985,4744.449219,31.8
11,31.2,23.3,50.27095795,80.46395874,29.52996688,23.71940874,6.089370459,47.99444604,0.137296837,0.222184519,0.35648325,0.000558178,0,0,0.02324911,0,37.5372,127.085,28.7,0.6233,4583.642578,32.1
4,30.3,25,84.07653046,99.51161194,27.81868124,23.77465128,5.120275969,44.09680668,0.689147802,0.420991747,0.509395101,0.303115091,0.630394737,0.028198576,3.048870578,0.4571573,37.645,127.022,45.716,2.5348,5340.643555,30
4,33.8,25.6,68.38376617,91.55023956,29.25934575,23.9762681,6.716595978,84.94631251,0.397780331,0.740239676,0.52504102,0.559798542,0.004224413,0.368560058,1.007261952,0,37.645,127.022,45.716,2.5348,5583.532715,31.4
12,27.9,22.1,50.53188324,88.0965271,28.70371569,22.66163608,8.565542599,25.24907734,0.296314099,0.25175835,0.02983955,0.135277092,0,0,0,0,37.5507,126.988,132.118,0.5931,5629.704102,31.2
21,27.4,23.9,45.6414566,92.22025299,33.10469337,24.35748596,7.068856607,24.43279962,0.800449434,0.446227013,0.178452265,0.052016235,0.118729455,0.014026512,0,0,37.5507,127.04,26.298,0.5721,5834.452148,30.4
22,34.1,27,64.20562744,89.03997803,29.51560244,25.56747834,5.170483331,76.27660592,0.27271528,0.356507071,0.497332439,0.451052447,0,0,0,0,37.5102,127.086,21.9668,0.1332,5228.34668,31.5
22,31,22.5,72.78609467,92.69016266,26.91269539,22.53530715,3.981531441,50.17569931,0.415156913,0.759758142,0.712936157,0.626849172,0.033601863,0.142451512,0.440260589,0,37.5102,127.086,21.9668,0.1332,4954.191406,26.1
6,32.7,27.6,62.09101868,93.77047729,29.33045953,25.46980027,4.635127952,66.83706546,0.811009132,0.922420104,0.764486647,0.121350163,7.19543882,2.322145158,0.459278596,0,37.5102,127.042,54.6384,0.1457,4764.229492,29.9
6,23.4,19,41.79841995,70.21379089,22.94217296,16.55830417,4.219434937,40.22411366,0.572254398,0.656241576,0.485483098,0.135496858,0,0,0,0,37.5102,127.042,54.6384,0.1457,4498.840332,23.6
19,31.4,22.8,57.55596161,83.17874146,31.43938963,26.06298296,7.349233001,60.61907093,0.087677983,0.022644527,0.025294192,0.205584333,0,0,0,0,37.5776,126.938,75.0924,1.7678,5779.14209,33.2
17,24,21.5,78.00978088,94.44776154,28.45247038,23.24835803,9.038551092,58.07913609,0.713551181,0.639300196,0.556718824,0.460933064,2.785689826,0.272965769,4.725632926,0,37.6181,127.099,53.4712,0.697,4836.728027,28.1
21,25.3,22.3,82.88043213,94.24546814,26.96779075,24.52124641,7.653132041,41.65376735,0.801967836,0.624266249,0.734253185,0.561138932,0.404025996,0.80394161,0.086532137,0.061377139,37.5507,127.04,26.298,0.5721,5568.829102,26.3
20,28.4,20.3,44.12380981,90.30231476,28.43847588,18.83609535,6.590938061,83.47876623,0.082958337,0.071159282,0.270006496,0.253919455,0,0,1.108558918,0,37.6181,127.004,146.554,4.7296,5900.489746,31.3
14,29,25,80.00045776,92.50760651,27.79721426,25.22127485,10.11511338,36.19515536,0.743734057,0.862251485,0.683602857,0.6435563,0,10.13323478,0,0,37.4967,126.927,30.968,0.618,5807.829102,28.8
6,28.3,24.4,46.20704269,85.94274139,33.5499698,24.10889815,4.907580475,52.10219367,0.436458835,0.313279387,0.031927304,0.117358376,0,0,0,0,37.5102,127.042,54.6384,0.1457,5428.76123,34.2
6,26.9,23.1,47.07793045,95.00884247,29.5102384,22.595924,4.997554084,54.47296222,0.785864287,0.594522792,0.259601917,0.296700649,0.042973801,0.2561862,0,0.049174465,37.5102,127.042,54.6384,0.1457,5275.238281,27.8
15,30.9,23.3,50.82813644,77.7614212,29.3335234,24.63403285,7.510609428,19.0132035,0.122431676,0.330750456,0.482064365,0.693629542,0,0,0,0,37.5507,126.937,30.0464,0.8552,5105.529785,27.7
14,28.5,23.4,41.21593094,78.87254334,28.45312618,21.920827,8.038477341,15.33715653,0.221876426,0.18786116,0.235796707,0.262725016,0,0,0,0,37.4967,126.927,30.968,0.618,4445.691406,28
12,32,21.7,43.01454544,82.49273682,31.84209179,24.21427538,6.543786148,28.95932031,0.134242014,0.076725475,0.153370822,0.125952886,0,0,0,0,37.5507,126.988,132.118,0.5931,5085.084961,30.9
20,32.7,26.9,75.71113586,99.02169037,30.19417181,26.33412425,12.32481921,64.50942878,0.496991114,0.469940424,0.131673543,0.15508038,0.220588345,0.000152307,0,0,37.6181,127.004,146.554,4.7296,5299.466797,31.5
17,31.1,22.6,55.9426918,88.07598877,31.48902301,23.63519376,4.970528543,100.8528022,0.219256072,0.448519905,0.283723858,0.349632127,0,0,0.008278675,0,37.6181,127.099,53.4712,0.697,5616.77002,32.9
23,33.2,28.3,54.49142838,78.95667267,32.10382818,27.77612705,6.548288246,84.1022555,0.571965139,0.34978771,0.353557125,0.521117622,0.046952799,0,0,0,37.5372,126.891,15.5876,0.1554,4818.54248,36.4
21,28.4,20.5,28.85967636,78.47422028,28.6126193,20.29135974,8.263219804,14.61423302,0.008416625,0,0.014331409,8.72e-07,0,0,0,0,37.5507,127.04,26.298,0.5721,5848.048828,28
22,29.3,21.4,44.94104004,91.05201721,30.42267676,23.17426013,4.799427966,62.19152697,0.148594531,0.145047264,0.423901108,0.195455388,0,0,0.00140372,0,37.5102,127.086,21.9668,0.1332,4987.023438,31.1
7,31.1,26.4,64.42378235,92.67369843,29.94427931,26.05307942,7.786771685,123.8760631,0.196592447,0.161034041,0.311776838,0.129634184,0,0,0,0,37.5776,126.838,12.37,0.0985,5517.044434,31.2
6,30.7,22.9,67.40842438,89.31942749,28.55926225,24.10842072,10.54894833,63.7008547,0.252687108,0.584061338,0.701403586,0.271906409,0,0.197509537,1.154973655,0,37.5102,127.042,54.6384,0.1457,4538.213867,27.5
9,28.2,24.6,62.78768158,94.86961365,26.88250032,21.58775048,5.408589532,85.25466053,0.959129896,0.590399942,0.267736741,0.074118963,4.893330991,0.448365121,0,0,37.4967,126.826,50.9312,0.4125,4846.185547,29.3
10,31.6,24.3,60.89542389,91.18232727,32.02875292,26.29499781,10.6153359,61.84004466,0.278651287,0.256554106,0.052218135,0.007376153,0,0,0,0,37.4562,126.955,208.507,5.1782,5209.735352,32.8
10,26.1,24.6,69.51412201,97.83852386,26.26763766,22.00911656,13.80900149,66.62641994,0.673022753,0.507427625,0.142310554,0.212803947,1.494283474,1.14514075,0,0,37.4562,126.955,208.507,5.1782,5591.03418,26.8
12,30.9,20.2,41.9104538,65.81123352,30.7554893,23.02955806,7.44107612,29.43176556,0.020153578,0.125636423,0.488178902,0.314122871,0,0,0.000524753,0,37.5507,126.988,132.118,0.5931,5899.087402,28.9
7,32.6,23.4,52.54767609,92.80984497,30.62535797,22.83346408,4.994559487,142.648698,0.246013524,0.200933797,0.212138948,0.30445986,0,0,0,0,37.5776,126.838,12.37,0.0985,5768.986328,32.9
22,27.5,19.8,46.84338379,91.47058868,30.33471909,22.5454483,6.537525654,83.08131766,0.251430999,0.145341103,0.020748616,0.053375444,0,0,0,0,37.5102,127.086,21.9668,0.1332,5112.584961,31.5
6,25.6,23.8,50.71074677,82.72268677,32.9046315,25.29628756,7.372089883,58.59489051,0.312781242,0.148328003,0.143742345,0.255978371,0,0,0,0,37.5102,127.042,54.6384,0.1457,5161.604004,32.1
18,30.4,21.8,41.74847794,85.01377106,31.120419,21.44810388,6.051671445,85.65760525,0.02348879,0.046162982,0.179012712,0.079081604,0,0,0.010505733,0,37.4832,127.024,56.4448,1.2313,5864.952637,32.8
18,31.4,26.5,76.45570374,94.13320923,30.97141954,26.10698638,6.763023287,60.21648218,0.231775227,0.302323749,0.39844664,0.14601441,0,0.272584677,0.053209441,0,37.4832,127.024,56.4448,1.2313,5286.085938,29.1
